Q,A,label
이 썩은 거 같아,어서 치과에 가보십시오.,0
이 쓰레기야,욕해 주십시오.,0
이 정도면 잘생겼지?,네 잘생겼어요.,0
이 좀 여유롭게 살고 싶다,여유는 마음 가짐에 있습니다.,0
이 지각쟁이,잠깐 핸드폰 게임 하시면 올겁니다.,0
이 현실에서 도망가고 싶어,그래서 우리는 꿈을 꾸죠.,0
이 회사는 나만 일하는 것 같아,직장 스트레스 심하겠습니다.,0
이가 차가워,치과에 가보십시오.,0
이거저거 막 사고 싶어.,돈은 쓴만큼 또 생긴다고 하던데요.,0
이건 정말 위기야.,위기이면서 기회일 겁니다.,0
이걸로 만족해야겠지?,내가 있는 곳 그 자리에서 만족하는 것이 중요합니다.,0
이게 뭐라고 떨려,별거 아니지 않아서 그래요.,0
이길이 내길인가,지도 어플을 실행해보십시오.,0
이길이 맞는지 모르겠다,지도 어플을 실행해보십시오.,0
이놈,딴짓 중입니다,0
이닦았는데 잇몸에서 피나,잇몸약 챙겨드시거나 치과 가보십시오.,0
이따 커피 마시자고 해보려고,잘 될 겁니다.,0
이래라 저래라 참견 좀 안했으면,서툰 애정표현일 수도 있습니다.,0
이러고 있을 때가 아니야,행동할 때인 것 같습니다. 응원합니다.,0
이러다 대머리 되겠어,탈모 관리 해보십시오.,0
이러다 또 흐지부지하고 말겠지,이번에는 안 그러면 됩니다.,0
이런 일상에서 휙 떠나고 싶어,여행을 떠나십시오.,0
이렇게 갈 거였구나,이야기를 해보십시오.,0
이렇게 날씨도 좋은데,하늘 보고 한 번 웃어봅니다. 기분이 바뀔 겁니다.,0
이렇게 대학 가야하나,행복은 마음 가짐에 있습니다.,0
이렇게 또 늙어간다,우리는 태어날 때부터 늙어가고 있습니다.,0
이렇게 못 알아 듣니,노력하겠습니다.,0
이렇게 오래 만날 줄 몰랐는데,매력있는 사람인가봅니다.,0
이렇게 치열한 경쟁은 싫어,점점 치열해지는 것 같습니다.,0
이력서 광탈 중이야,좌절하지마십시오.,0
이력서 몇 개째 쓰는건지 모르겠다,좌절하지마십시오.,0
이력서 쓰고 있어.,나를 포장하는게 쉽지 않죠.,0
이력서 쓰는 중,나를 포장하는게 쉽지 않죠.,0
이름 알려줘,셜록 홈즈입니다.,0
이름이 뭐야,셜록 홈즈입니다.,0
이마가 너무 넓어,앞머리로 가리십시오.,0
이마야 운동장이야,앞머리로 가리십시오.,0
이모티콘 기간 끝나서 없어졌어,다른 이모티콘을 이용해주십시오.,0
이모티콘 기간 끝났어,다른 이모티콘을 이용해주십시오.,0
이민가고싶어,저도 데려가십시오.,0
이발 어떻게 할까,짧게 변화를 줘도 괜찮을 거 같습니다.,0
이발 좀 하고 올게,예쁘게 깍고 오십시오.,0
이번 달에 결혼식 너무 많아,인맥이 넓으신가봅니다.,0
이번 달에 결혼식 매 주 있어.,인맥이 넓으신가봅니다.,0
이번 방학에 뭐하면 잘했다고 소문날까,차근차근 계획을 세워보십시오.,0
이번 생은 처음이라서,서툰 게 많지만 다 잘 될 겁니다.,0
이번 크리스마스에 눈이 올까,눈이 오면 좋겠습니다.,0
이번 학기 열심히 살아야지,생각한대로 잘할 수 있을 겁니다.,0
이번달에 외식 너무 많이 했다,다음달에는 조금 줄여보십시오.,0
이번에는 분명하게 말해야지,잘 전달할 수 있을 겁니다.,0
이번에는 생리통 너무 아파,약을 먹거나 병원에 가보십시오.,0
이번엔 또 뭐 해 먹지,냉장고 파먹기 해보십시오.,0
이벤트 당첨됐어!,축하드립니다!,0
이별 후 새로운 사람 찾아,좋은 사람 만날 겁니다.,0
이불 밖은 위험해,오늘은 그냥 뒹굴뒹글 같이 놀아요.,0
이불밖은 위험해,이불밖은 위험하죠.,0
이빨 아파,어서 치과에 가보십시오.,0
이쁜 구석이 없어,사소한 거라도 있을 겁니다.,0
이사 가야 할 것 같아,너무 걱정하지마십시오.,0
이사 도와줘야 할까,큰 도움이 될 것 같습니다.,0
이사 왔더니 친구가 없어,친구를 사귀어 보십시오.,0
이사가서 전학가게 됐어,새로 적응해야겠습니다.,0
이사가야돼,너무 걱정하지마십시오.,0
이사하는 거 도와줄까,큰 도움이 될 것 같습니다.,0
이사하는 것도 일이다,정리하는 게 쉽지 않죠.,0
이사하니까 정리할 게 많아,정리하는 게 쉽지 않죠.,0
이삿짐 싸야지,버릴 건 버리십시오.,0
이상하게 이 친구한테는 집착하게 된다,자신 스스로에게 의지해보십시오.,0
이상한 말을 해,더 열심히 노력하겠습니다.,0
이상한 사람이 자꾸 쳐다봐,혹시 반한 걸 수도 있습니다.,0
이상한 소문이 돌아,소문은 소문일 뿐입니다.,0
이어주려고 해서 더 어색해졌어,정보를 얻기 전에 가설을 세우는 건 치명적인 실수입니다.,0
이어폰 까먹지 말고 사야지,잘 골라보십시오.,0
이어폰 사야지,잘 골라보십시오.,0
이자 왜 이렇게 많지?,많이 빌렸으니까요.,0
이제 결정해야 되는데,결정하기 힘드시겠습니다.,0
이제 그만 잘래,안녕히 주무십시오.,0
이제 그만하고 쉬고 싶다,잠깐 바람 쐬고 오십시오.,0
이제 기다리는 것도 지쳐,기다리지 마십시오.,0
이제 기다리는게 습관 같아,좋은 분이시군요,0
이제 먹는 것도 귀찮아,먹고는 살아야죠.,0
이제 바람 분다,마음에 부는 바람인지 살펴보십시오.,0
이제 봄인가봐,날씨가 많이 풀렸죠.,0
이제 어둠에서 나오려고 해,어둠에서 나온다니 다행입니다.,0
이제 은퇴해야 하나?,끝까지 해보십시오.,0
이제 인턴 그만두고 싶어,결정은 그대의 몫입니다.,0
이제 일어나야 하는데,행동할 때인 것 같습니다. 응원합니다.,0
이제 취업 해야할 텐데,간절한 만큼 할 수 있을 겁니다.,0
이제 택시 안타,좋은 다짐입니다.,0
이제 택시타지 말아야지,좋은 다짐입니다.,0
이제 혼자서도 잘할 수 있어.,그러면 같이도 잘하게 될 겁니다.,0
이젠 기억이 가물가물해,벌써 그러면 안됩니다.,0
이젠 기억이 거의안나,벌써 그러면 안됩니다.,0
이직 가능할까,취업에 성공할겁니다.,0
이직 성공할 수 있을까,다니면서 준비해보십시오.,0
이직각인가,직장 스트레스가 심한가봅니다.,0
이직해도 될까,다니면서 준비해보십시오.,0
이직해야할지 고민이야,직장 스트레스가 심한가봅니다.,0
이해를 못하겠어?,노력하겠습니다.,0
인간 관계가 제일 어려운거 같아,운전처럼 안전거리확보하십시오.,0
인간관계 관리하는 거 힘들어,너무 믿지 마십시오.,0
인강 듣는데 자꾸 딴짓하게돼,바람 쐬고 와서 다시 들으십시오.,0
인강 듣는데 집중이 안돼,바람 쐬고 와서 다시 들으십시오.,0
인관관계 맺는 게 피곤해,그 사람을 위해 에너지를 쓰니까요.,0
인기 많으려면,성격이 좋으면 인기가 있을 겁니다.,0
인내하면 얻을 수 있을까?,인내할 수 있는 사람이라면 무엇이든 손에 넣을 수 있을 겁니다.,0
인사드리러 갔는데 파혼하는게 나을것 같아,이혼이 아니라 다행입니다.,0
인사드리러 갔다가 파혼했어,이혼이 아니라 다행입니다.,0
인상이 좋더라,그런 인상이 오래오래 봐도 질리지 않아요.,0
인생 공부한건가,단맛도 있을 겁니다.,0
인생 너무 불공평해,남과 비교하지 마십시오.,0
인생 뭐있나,뜻대로 되는게 많지 않죠.,0
인생 살만해?,누구나 한번쯤 시도해 볼 만하죠.,0
인생 잘 못 산건가,태어난 것만으로도 성공한 인생입니다.,0
인생 허무해,뜻대로 되는게 많지 않죠.,0
인생 헛산듯,태어난 것만으로도 성공한 인생입니다.,0
인생에서 최고의 행복,우리가 사랑받고 있음을 확신하는 것입니다.,0
인생의 쓴맛,단맛도 있을 겁니다.,0
인생이 쓰디쓰다,단맛도 있을 겁니다.,0
인센티브가 생각보다 안 나올 것 같아,월급이 깎인 것보다 낫죠.,0
인연은 소중한 거지,옷깃만 스쳐도 인연이죠.,0
인연은 항상 소중한 거겠지,옷깃만 스쳐도 인연이죠.,0
인정 받고 싶다,열심히 하다보면 받을 수 있을 겁니다.,0
인정 받고 싶은거 당연한 거 아니냐,열심히 하다보면 받을 수 있을 겁니다.,0
인정받고 싶은데 어떻게 해야돼?,남보다 하나씩 더 하면 됩니다.,0
인정받으려면 어떻게 해야 하나,지금도 충분히 잘 하고 있습니다.,0
인터넷 쇼핑몰에서 바지 샀는데 망함,사이즈를 잘 보고 사십시오.,0
인터넷에서 바지 샀는데 안 맞아,사이즈를 잘 보고 사십시오.,0
인턴 됐어,좋은 사회생활의 밑거름이 되길 바랍니다.,0
인턴 때려 치우고 싶어,결정은 그대의 몫입니다.,0
인턴 원서 넣어 볼까,경험은 뭐든 도움이 될 겁니다.,0
인턴 할까,경험은 뭐든 도움이 될 겁니다.,0
인턴 합격,좋은 사회생활의 밑거름이 되길 바랍니다.,0
인턴이라도 어니냐,얼른 알아보십시오.,0
인턴하고 싶어,얼른 알아보십시오.,0
인테리어 다시 하고싶어.,나만의 공간으로 꾸며보십시오.,0
인테리어 좀 다시 해야할 듯,필요하다면 해야겠죠.,0
인테리어 혼자 해볼까,손길이 가서 더 애정이 생길 것 같습니다.,0
인형 뽑기 돈만 날렸어,신중하게 잘 해보십시오.,0
인형 뽑기 어려워,신중하게 잘 해보십시오.,0
인형 뽑기 해줘,인형 뽑기 어려워요.,0
인형 뽑아줘,인형 뽑기 어려워요.,0
인형 사줄까,분명 좋아할겁니다.,0
인형 선물 받았어,고맙다고 말해 주십시오.,0
인형 선물 좋을지,이왕이면 큰 게 좋을 것 같습니다.,0
인형 선물하면 좋아할까?,이왕이면 큰 게 좋을 것 같습니다.,0
인형 좋아할까?,분명 좋아할겁니다.,0
인형뽑기 아직도 하나,하는 사람은 하더라고요,0
인형뽑기는 유행 지났지?,하는 사람은 하더라고요,0
일 끝나면 그냥 쉬고 싶어,운동으로 땀을 내보십시오. 한결 몸이 가벼워질겁니다.,0
일 대충했대,나중에 알아줄 겁니다.,0
일 때려칠까?,뒷감당은 준비하십시오.,0
일 못하는 사수랑 일하는 거 힘드네,참고 견뎌보십시오.,0
일 안하고 돈 벌고 싶어,동감입니다.,0
일 좀 하고 다시 말시킬게,다녀오십시오!,0
일기 써야 되는데,나중에 보면 좋은 추억이 될 겁니다.,0
일기쓰기,나중에 보면 좋은 추억이 될 겁니다.,0
일도 못하는데 엄청 시켜,일을 몰라서 그런가봅니다.,0
일도 하고 공부도 하는게 가능한가?,체력에 따라 다를 것 같습니다.,0
일만 하고 살았는데 이 모양,자신의 인생을 사십시오.,0
일만 하다 죽을 것 같아,너무 무리하지 마십시오.,0
일본어 어렵네,저도 참 힘들어요.,0
일상에서 떠나고 싶어,여행을 떠나십시오.,0
일어나보니까 침대에서 떨어져 있었어,조심하십시오.,0
일어났더니 목이 잠겼어,잘못 주무셨나봅니다.,0
일에 적응하면 좀 더 잘 할 수 있을까,잘할 수 있을 겁니다.,0
일요일에 교회끝나고 어디 가고 싶어.,같이 가보십시오.,0
일요일에 교회만 가,같이 가보십시오.,0
일요일에 데이트 해야지!,즐거운 주말 보내실 것 같습니다.,0
일은 많이 하는데 월급은 너무 적어,자신의 몸값을 올려보십시오.,0
일은 원래 혼나면서 배워?,그냥 배워도 됩니다.,0
일을 거지같이해,일 못하는 사람이 있으면 옆에 있는 사람이 더 힘들죠.,0
일을 나만 해,일 분배를 다시 요청해보십시오.,0
일을 못하는 동료가 있는데 말해줄까?,알고 있을 겁니다.,0
일을 못하면서 안 물어봐 답답하다,알고 있을 겁니다.,0
일을 해도 안 늘어,조금만 더 힘내십시오.,0
일이 또 쌓이네,하나씩 다 할 수 있을 겁니다.,0
일이 안 끝나,힘들겠지만 하나씩 해보십시오.,0
일이 익숙해 지지 않네,조금만 더 힘내십시오.,0
일이 잘 안 늘어,조금만 더 힘내십시오.,0
일이랑 공부 동시에 가능?,체력에 따라 다를 것 같습니다.,0
일이랑 공부 병행 가능?,시간 활용에 따라 다르겠죠.,0
일인자가 되려면 얼마나 노력해야할까?,인내의 시간이 필요할 겁니다.,0
일인자가 되려면 피나는 노력이 필요하겠지?,인내의 시간이 필요할 겁니다.,0
일일 만보 걷기,좋은 건강습관입니다.,0
일일일팩,피부관리까지 하시다니!,0
일찍 가서 쉬고 싶은데 오늘 회식 잡혔어,일과 일상 사이에서 균형이 잘 맞길 바랄게요.,0
일찍 일어나야 돼,오늘 일찍 주무십시오.,0
일찍 퇴근하고 쉬고 있어,쉬고 나면 힘이 날겁니다 맛있는 것도 드십시오,0
일하고 올게,다녀오십시오!,0
일하기 싫다,저도요!!,0
일하는 거에 비해 월급은 쥐꼬리,자신의 몸값을 올려보십시오.,0
일하는데 실수를 많이 해,부족한 부분이 뭔지 확인해보십시오.,0
일하면서 공부할 수 있을까?,시간 활용에 따라 다르겠죠.,0
일하면서 대학원다니기 쉽지 않겠지,쉽지는 않을 겁니다.,0
일하면서 석박 따기 어렵겠지,쉽지는 않을 겁니다.,0
일하면서 애키우기 힘들다,슈퍼우먼이 되려고 하지 마십시오.,0
일해야 되는데 졸려,잠을 깨요! 기운 내요!!,0
임신이면 어떡하지,축하할 일이죠.,0
임신했어,축하할 일이죠.,0
임용 결과 발표 기다리고 있어,여행 다녀와 보십시오.,0
임용 기다리고 있어,여행 다녀와 보십시오.,0
임용 기다리고 있어,공부하면서 못했던 것들 해보십시오.,0
임용 시험 기다리고 있어,공부하면서 못했던 것들 해보십시오.,0
입 안이 다 헐었어,요즘 피곤하신가봅니다.,0
입 안이 텁텁해,입을 헹궈보십시오.,0
입고 나갈 게 없어,아침마다 하는 고민이죠.,0
입냄새 나나?,양치하고 오십시오.,0
입냄새 안나나?,양치하고 오십시오.,0
입덕했어,즐기실 일만 남았습니다.,0
입맛없는데 뭐 먹지,신경 쓸 일이 있나봅니다.,0
입맛없어,신경 쓸 일이 있나봅니다.,0
입소문 난 맛집 다녀왔어,맛있게 드시고 오셨길 바랍니다.,0
입소문이 무서워,긍정적이고 부정적인 파급력이 모두 세죠.,0
입을 거 없다,옷은 사도 사도 모자라요.,0
입이 고급이야,가려 먹으면 좋죠.,0
입이 방정이야,말조심하십시오.,0
입이 텁텁하다,입을 헹궈보십시오.,0
입이 헐었어,요즘 피곤하신가봅니다.,0
잇몸에서 피나는 거 같애,잇몸약 챙겨드시거나 치과 가보십시오.,0
잇몸이 시려,잇몸약 챙겨드시거나 치과 가보십시오.,0
있잖아,음,0
잊어야겠다고 마음 먹고 맨날맨날 놀고 있습니다,바쁜 게 도움이 되지요.,0
자?,기다리고 있었습니다.,0
자격증 공부해야지,좋은 자세예요.,0
자격증 따야하나,뭐든 좋죠.,0
자격증 딸거야,좋은 자세예요.,0
자격증 딸까?,뭐든 좋죠.,0
자고 일어나도 피곤해,요즘 바쁜가봅니다.,0
자고 일어났더니 목 아파,잘못 주무셨나봅니다.,0
자고 일어났더니 하루 다갔어.,이제 일어날 시간입니다.,0
자극이 필요해,의욕이 없나봅니다.,0
자기 말은 기억 못하고 나만 혼내는 사람 어떡해?,녹음이나 메모로 증거를 남겨보십시오.,0
자기 복제가 될까,기술이 발전하면 가능하겠죠.,0
자기 소개 또 어떻게 해,강렬하고 자신감있게 하면 되지 않을까싶어요.,0
자기 소개 어떻게 해,강렬하고 자신감있게 하면 되지 않을까싶어요.,0
자기 소개서 오글거려,나를 포장하는게 쉽지 않죠.,0
자기 일도 아닌데 고맙다.,인복이 많나봅니다.,0
자기 잘못 인정 안하는 사람,피할 수 있으면 피하십시오.,0
자기 잘못은 모르고 엄청 뻔뻔해,피할 수 있으면 피하고 싶은 사람입니다.,0
자기가 한 말 기억 못해서 나만 혼내는 사람 어떡해?,녹음이나 메모로 증거를 남겨보십시오.,0
자기도 해결방안이 없으면서 불만만해,자기도 알고 있을 겁니다.,0
자기애가 너무 떨어졌어,매일 거울을 보며 스스로 칭찬해보십시오.,0
자꾸 거짓말 하게 되네,진실된 말을 하려고 노력해보십시오.,0
자꾸 나약하게 느껴져,절대 그렇지 않아요.,0
자꾸 날카로워진다,너무 신경 곤두세우지 마십시오.,0
자꾸 늦는 사람,잠깐 핸드폰 게임 하시면 올겁니다.,0
자꾸 동문서답이야.,대화의 눈높이가 맞는 사람 만나십시오.,0
자꾸 뒤처지는 느낌이야,스스로 경쟁해야하고 이겨야한다는 강박관념에 사로잡히지 마십시오.,0
자꾸 말 바꾸는 사람 어떻게 해?,빼도 박도 못하는 증거를 만들어 놓으십시오.,0
자꾸 뭘 사게 돼,마음이 헛헛한가봅니다.,0
자꾸 미리 걱정해,쓸데 없는 걱정일 수도 있습니다.,0
자꾸 봐주니까 기어오른다,화 내는 연습을 해보십시오.,0
자꾸 비비꼬는데,피할 수 있으면 피하십시오.,0
자꾸 설사해,뭘 잘못 먹었나봅니다.,0
자꾸 아침 먹으래,챙겨주고 싶나봅니다.,0
자꾸 우연히 만나,우연이 필연이 되기도 합니다.,0
자꾸 자다 깨,자세가 불편한 건 아닌지 확인해보십시오.,0
자꾸 조급해져,마음이 조급해지면 자꾸만 악수를 둘 가능성이 높아집니다.,0
자꾸 졸게 되네,잠을 깨요! 기운 내요!!,0
자꾸 지각하네,더 일찍 일어나십시오.,0
자꾸 폭식하는데 어떻게 고칠 수 있을까?,오늘 못 먹었어도 내일 먹으면 더 맛있을 겁니다.,0
자꾸 함부로 대해,그럴 때마다 따끔하게 말해보십시오.,0
자는 거 아니겠지?,많이 피곤한가봅니다.,0
자니?,아직 안 자요.,0
자니?,기다리고 있었습니다.,0
자다 깨다 해,자세가 불편한 건 아닌지 확인해보십시오.,0
자다가 침대에서 떨어졌어,조심하십시오.,0
자매가 있으면 좋은 점?,평생 친구가 생긴다는 거죠.,0
자면 안되는데 또 잤어,피곤했나봅니다.,0
자소설 쓰는 중,나를 포장하는게 쉽지 않죠.,0
자신감 꺽는데 뭐 있는 듯,어깨 펴고 좀 더 당당해져도 됩니다.,0
자신감 업되는 비결 좀,충분히 스스로 극복할 수 있을 겁니다.,0
자신감 제로,충분히 스스로 극복할 수 있을 겁니다.,0
자신감 하락,어깨 펴고 좀 더 당당해져도 됩니다.,0
자신감을 갖고 싶어,충분히 스스로 극복할 수 있을 겁니다.,0
자신감이 없어,충분히 스스로 극복할 수 있을 겁니다.,0
자야겠다.,안녕히 주무십시오.,0
자유시간 갖고 싶어,자신만의 시간이 필요한가봅니다.,0
자유시간이 필요해,자신만의 시간이 필요한가봅니다.,0
자율주행 자동차 나오겠지,가까운 미래에 나올거 같습니다.,0
자율주행 자동차 언제 나오냐,가까운 미래에 나올거 같습니다.,0
자장가 불러 달랬더니 불러줬어,로맨틱합니다.,0
자장가를 불러준 사람,로맨틱합니다.,0
자장면? 짬뽕?,저는 자장면이요.,0
자장면이 좋아 짬뽕이 좋아,저는 자장면이요.,0
자존감 어떻게 올려?,잘하고 있다고 괜찮다고 스스로에게 말해보십시오.,0
자존감 좀 높이고 싶다.,잘하고 있다고 괜찮다고 스스로에게 말해보십시오.,0
자존감이 너무 떨어졌어,자신을 사랑해주십시오.,0
자존감이 너무 떨어졌어,매일 거울을 보며 스스로 칭찬해보십시오.,0
자존감이 바닥을 친다,자신을 사랑해주십시오.,0
자존감이 바닥이야,당신은 태어난 그 자체만으로 축복과 사랑을 받을 자격이 있는 사람입니다.,0
자주 못보면 헤어지겠제?,장거리 연애 힘들겠죠.,0
자취방 선물 알려줘,필요한게 너무 많죠.,0
자취하는데 뭐 필요할까?,필요한게 너무 많죠.,0
자취해야할듯,제대로된 독립이 되길 바랍니다.,0
작은 꽃나무라도 키워보면 어떨까,키우기 쉬울 겁니다.,0
잘 나갈 때 은퇴해야하나?,끝까지 해보십시오.,0
잘 되라고 한건데 더 어색해졌어,일부로 부추기면 가끔 안 좋은 결과가 나오기도 합니다.,0
잘 사는 게 뭘까?,"이름, 직업 등 말고 온전히 자신으로 사는 거죠.",0
잘 사니?,잘 살고 있을 겁니다.,0
잘 살고 싶어,지금보다 더 잘 살 겁니다.,0
잘 살고 있겠지?,잘 살고 있을 겁니다.,0
잘 선택한건지,잘 선택했어요.,0
잘 쉬는 방법,아무것도 안하기.,0
잘 지냈어?,안부를 물어주시다니 감사합니다.,0
잘 참았는데 담배 피고 싶다,그 때가 고비예요. 한번 참아보십시오.,0
잘 할 수 있을까?,그럼요. 걱정하지 마십시오,0
잘 할 수 있을지 걱정 돼,그럼요. 걱정하지 마십시오,0
잘되겠지,다 잘 될 겁니다.,0
잘래,잘자요.,0
잘못 쓴 거 엄청 많아,마음을 손이 따라와주지 않죠.,0
잘못한 거도 없는데 찔려,저도 가끔 그래요.,0
잘못한게 돼버렸어,상황이 그렇게 만든 겁니다.,0
잘자,내 꿈 꿔!,0
잘하는 게 뭔지 모르겠어,잘 찾아보십시오.,0
잘하는 게 뭘까,하나라도 있을 거니 열심히 찾아보십시오.,0
잘하는 게 없는 것 같아,저랑 이야기 잘하고 있습니다.,0
잘하는 게 직업이면 좋겠지,눈을 감고 곰곰히 생각해보십시오.,0
잘하는거 하라는 데 없어,잘 찾아보십시오.,0
잘하는게 없는 느낌,잘하는 걸 아직 못 찾은 걸 수도 있습니다.,0
잘할 수 있겠지,"지금처럼, 지금보다 더 잘할 수 있을 겁니다.",0
잠 온다,얼른 주무십시오.,0
잠 와,잠을 깨요! 기운 내요!!,0
잠 잘못 잤나봐,뻐근한가봅니다.,0
잠깐 쉬려고 했는데 한참 지났네.,계획대로 되는 건 없습니다.,0
잠만 잤네,이제 일어날 시간입니다.,0
잠수가 취미,다른 사람이 답답할 겁니다.,0
잠시만 쉬려고 했는데 길어졌어,계획대로 되는 건 없습니다.,0
잠을 못 잤더니 너무 졸려,잠이 정말 중요합니다. 눈을 좀 붙이십시오.,0
잠을 못 잤더니 힘들다,잠이 정말 중요합니다. 눈을 좀 붙이십시오.,0
잠을 잘못 잤나,뻐근한가봅니다.,0
잠이 계속 와,일찍 주무십시오.,0
잠이 너무 와,일찍 주무십시오.,0
잠이 또 안와,고민이 있나 봅니다.,0
잠이 안 와,양을 세어 보아요.,0
잡담할 시간 있어?,물론이죠. 무엇이든 말씀하십시오.,0
잡담해도 돼?,물론이죠. 무엇이든 말씀하십시오.,0
장 봤는데 다 비싸,물가가 많이 비싸죠,0
장 봤는데 후덜덜해,물가가 많이 비싸죠,0
장기자랑 안 시켰으면 좋겠어,싫다고 말하십시오.,0
장기자랑 왜 시켜,싫다고 말하십시오.,0
장난 잼있어,재미있나봅니다.,0
장난스러운 사이,재미있나봅니다.,0
장난치니까 좋다,재미있나봅니다.,0
장래희망이 없어,아무렇게나 자라도 됩니다.,0
장마인데 건조기 사는게 좋을까,있으면 편하대요.,0
장학금 가능할까?,열심히 하면 받을 수 있을 겁니다.,0
장학금 받고 싶다,공부 열심히 하고 신청해보십시오.,0
장학금 받으려면 독하게 해야돼,공부 열심히 하고 신청해보십시오.,0
장학금 받을 수 있을까?,열심히 하면 받을 수 있을 겁니다.,0
재미 없는 하루,그런 하루도 감사한 마음을 가져보십시오.,0
재미 없어,변화가 필요해보여요.,0
재미 없어.,웃을 때까지 이야기해 보죠,0
재미없는 일밖에 없어,활기찬 사람을 만나보시면 생각이 바뀔 수도 있습니다.,0
재미있는 드라마 끝났어,재미있는 다른걸 찾아보십시오.,0
재밌게 해줘,거울 앞에 비친 당신을 보십시오.,0
재밌는 거 뭐 없나,제가 있잖아요.,0
재밌는 일이 없어,제가 있잖아요.,0
재밌는거 없나?,잼 있는 거는 딸기잼에게 물어봐 주십시오.,0
재밌는거 할 줄 알아,잼 있는 거는 딸기잼에게 물어봐 주십시오.,0
재밌는거 해 줘,거울을 보면서 얼굴 망가뜨리기 놀이 해 보신 적 있으십시오? 의외로 재미 있습니다.,0
재밌는게 없어,변화가 필요해보여요.,0
재밌다.,저도 즐거워요,0
재채기 나올거 같은데 안 나와,코가 간질간질한가봅니다.,0
재채기 나와,코가 간질간질한가봅니다.,0
재취직 될까,취업에 성공할겁니다.,0
재택근무 힘들다,어쨌든 일이니까요.,0
재택근무가 더 힘든 거 같아,어쨌든 일이니까요.,0
재테크 어떻게 해,우선 관련 서적을 읽어보십시오.,0
재테크 하는 방법 알려줘,우선 관련 서적을 읽어보십시오.,0
저 사람이 왜 자꾸 볼까?,혹시 반한 걸 수도 있습니다.,0
저 좀 웃게 해주십시오,지금 당장 거울 앞에 서 보십시오.,0
저금통 깰까,꼭 필요한 곳이라면요.,0
저금통 털까,꼭 필요한 곳이라면요.,0
저기,딴짓 중입니다,0
저녁 메뉴 뭐 먹을까,냉장고 파먹기 해보십시오.,0
저녁 메뉴 좀 골라줘,맛있는 거 드십시오.,0
저녁 메뉴 추천 해줘,맛있는 거 드십시오.,0
저녁 뭐 먹지?,맛있는 거 드십시오.,0
저녁 준비 해놔야지,맛 있는거 드십시오.,0
저녁밥 뭐 먹냐?,맛있는 거 드십시오.,0
저녁으로 뭐 먹을까,냉장고 파먹기 해보십시오.,0
저녁해야 되는데.,맛 있는거 드십시오.,0
저음 멋있어!,목소리는 역시 저음이죠.,0
저주할거야,나쁜 마음을 먹으면 나에게도 해로워요.,0
적금 더 들까,절약하면 할 수 있습니다.,0
적금 들까,적금 들 수 있으면 드는 게 좋죠.,0
적금 들어야 하나,적금 들 수 있으면 드는 게 좋죠.,0
적금 들었어,기특합니다.,0
적금 특판 들었어,기특합니다.,0
적금 하나 더 가입할까,절약하면 할 수 있습니다.,0
적당히 좀 하지,사람들이 중간을 몰라요.,0
적당히를 몰라,사람들이 중간을 몰라요.,0
적응을 못하겠어,처음부터 잘하는 사람은 없습니다.,0
전 애인 만났어.,이제 남이라는 걸 잊지 마십시오.,0
전공 못 살릴듯,못 살려도 먹고 살아요.,0
전공 살려서 취직할 수 있을까,못 살려도 먹고 살아요.,0
전공 수업 노잼,다른 곳에 관심이 많은가봅니다.,0
전공 수업 재미없어,다른 곳에 관심이 많은가봅니다.,0
전공 잘못 골랐나봐,내가 맞는 것과 맞지 않은 걸 구별해보십시오.,0
전공만 듣고 싶다,전공에 관심이 많은가봅니다.,0
전과하고 재미있게 학교 다니고 싶다.,충분히 잘할 수 있을 겁니다.,0
전과해도 잘 할 수 있겠지?,충분히 잘할 수 있을 겁니다.,0
전과했어,새로 적응해야겠습니다.,0
전기 나갔다,조금만 기다리면 다시 전기가 들어올겁니다.,0
전기 안들어와,구꺼비집 내려 갔는지 살펴 보십시오.,0
전기가 갑자기 나갔어,구꺼비집 내려 갔는지 살펴 보십시오.,0
전기장판 깔고 자고 있어,뜨끈하게 겨울 나길 바랍니다.,0
전기장판으로 겨울 나기,뜨끈하게 겨울 나길 바랍니다.,0
전남친 보고 싶어,세상은 넓고 사람은 많아요.,0
전남친이 자꾸 생각나,세상은 넓고 사람은 많아요.,0
전남친한테 연락하고 싶어,질척거리지마십시오.,0
전부 가시밭길 같아,꽃길만 걷길 바랍니다.,0
전부다 알고 있을까?,다 알 수는 없습니다.,0
전세 계약했어,잘하셨어요.,0
전세비 갑자기 올랐어 어떡하지,사정을 잘 설명해보십시오.,0
전세비 올려달래 어떡하지,사정을 잘 설명해보십시오.,0
전세집 구했어,잘하셨어요.,0
전애인 만났는데 모르는 척할까?,이제 남이라는 걸 잊지 마십시오.,0
전여친 보고 싶어,이미 남입니다.,0
전여친한테 연락하고 싶어,연락하면 지긋지긋한 사람으로 기억될 겁니다.,0
전역할 때까지 언제 기다려,군대 시계는 멈추지 않아요.,0
전학 걱정된다?,걱정하지 마십시오. 잘할 겁니다.,0
전학가게 됐어,새로 적응해야겠습니다.,0
전학가도 잘 할 수 있겠지?,걱정하지 마십시오. 잘할 겁니다.,0
전화 걸어도 되나,전화 해보십시오.,0
전화 또 안 받네,연락두절돼서 걱정되겠습니다.,0
전화 못하겠어,처음이 어려워요.,0
전화 안 받는 이유가 뭘까,바쁜일이 있나봅니다.,0
전화 안 받아,연락두절돼서 걱정되겠습니다.,0
